Principio Activo,Cantidad de Medicamentos,Nombre en Inglés
METFORMINA CD GRÁNULOS895 MG AL 95%(POVIDONA K30 1.3%. POVIDONA K90 2.0%. ALMIDON PREGELATINIZADO 1.0% CROSPOVIDONA 0.2%. ESTEARATO DE MAGNESIO 0.5%). EQUIVALENTE A METFORMINA CLORHIDRATO AL 100%,1,N/A
FOSFATODECODEINAHEMIHIDRATOEQUIVALENTEACODEINABASE,1,N/A
HIDROXIDO DE ALUMINIO COLOIDAL,1,N/A
CLORHIDRATO DE CLORPROMAZINA EQUIVALENTE A CLORPROMAZINA,1,N/A
CALCIO D-SACCHARATO TETRAHIDRATADO,1,N/A
SULFATO DEM.AGNESIO,1,N/A
GENTAMICINA SULFATO212.625EQUIVALENTE A GENTAMICINA BASE,1,N/A
DE LEVOMENOL,1,N/A
ESOMEPRAZOL MAGNÉSICO TRIHIDRATO 22.5 MG (EQUIVALENTE A ESOMEPRAZOL BASE),1,N/A
CIPROFLOXACINO CLORHIDRATO,1,N/A
HIDROCORTISONA 17 BUTIRATO,1,N/A
TIMOLOL MALEATO 6.83 MG EQUIVALENTE A TIMOLOL,1,N/A
NISTATINA POLVO10.000.000 DE UNIDADES,1,N/A
SULFATO DE ZINC CORRESPONDIENTE A 25 MG DE ZINC,1,N/A
VIRUS RABICO FIJO INACTIVADO,1,N/A
SULFATO DE ZINC HEPTAHIDRATADO EQUVALENTE A ZINC 15.00 MG,1,N/A
VITAMINA D (VITAMINA D3 TIPO 100 CWS),1,N/A
FLUOXETINA CLORHIDRATO EQUIVALENTE A 10.0 MG DE FLUOXETINA,1,N/A
CLORHIDRATO DE APOMORFINA EQUIVALENTE A APOMORFINA,1,N/A
CILASTATINA (ENFORMA DE CILATATINA SÓDICA),1,N/A
VANCOMICINA CLORHIDRATO EQUIVALENTE A 500 MG DE VANCOMICINA BASE,1,N/A
FOSFORO (COMO FOSFATO DE CALCIO DIBASICO),1,N/A
METILFENIDATO,1,N/A
PANTOTENATO DE CALCIO EQUIVALENTE A CALCIO,1,N/A
GRANISETRON CLORHIDRATO EQUIVALENTE A GRANISETRON,1,N/A
BETAMETASONA FOSFATO DISODICO USP EQUIVALENTE A BETAMETASONA BASE,1,N/A
CIIPROFLOXACINO CLORHIDRATO EQUIVALENTE A BASE,1,N/A
PEROXIDO DE BENZOILO AL 100%,1,N/A
EXTRATOS ECODETILO,1,N/A
SULFATO FERROSO F.E.U (HEPTAHIDRATADO) EQUIVALENTE A 25.11MG DE HIERRO ELEMENTAL,1,N/A
CROMO AMINO ACIDO QUELATO (10 %) EQUIVALENTE A 25 MCG DE CROMO ),1,N/A
ACETATO DE TOCOFEROL EQUIVALENTE A VITAMINA E,1,N/A
L- FENILALANINAUSP,1,N/A
VITAMINA D ERGOCALCIFEROL,1,N/A
CHOLECALCIFEROL (VITAMINA D 1.0 MUI/G),1,N/A
GENTAMICINA SULFATO (EQUIVALENTE A 0.1 G. DE GENTAMICINA BASE),1,N/A
OXIDO DE COBRE EN POLVO (APORTE DE CU 3 MG),1,N/A
FLURBIPROFEN SODICO DIHIDRATO,1,N/A
EPINEFRINAUSP,1,N/A
CARBONATO DE CALCIO (500 MG DE CA),1,N/A
ACIDO FOLICO AL 91% EQUIVALENTE A ACIDO FOLICO,1,N/A
AMOXICILINA ANHIDRA PRECOMPACTADA EQUIVALENTE A AMOXICILINA ANHIDRA,1,N/A
OMEPRAZOL SODICO (EQUIVALENTE A OMEPRAZOL),1,N/A
TRIMETOPRIM (MICRONIZADO),1,N/A
PANTOTENATOCALCIO,1,N/A
LISINA: 61.81,1,N/A
CEFTADIZIMA PRA INYECCION EQUIVALENTE A 1000.00 MG DE CEFTAZIDIMA ACTICA,1,N/A
MICONAZOL NITRATO (EQUIVALENTE A 100.00MG DE MICONAZOL BASE),1,N/A
NORFLOXACINA ANHIDRA,1,N/A
AMOXICILINA BASE (COMO AMOXICILINATHD PRECOMPACTADDA),1,N/A
PANTOTENATO DE CALCIO (APORTE DE CALCIO 20. MG),1,N/A
VITAMINA D (TIPO 100),1,N/A
LEPIRUDINA,1,N/A
SULFATO DE CONDIOITINA,1,N/A
ACIDO ZOLEDRONICO COMO ACIDO ZOLEDRONICO MONOHIDRATO 4.265,1,N/A
FLUPENTIXOLDIHIDROCLORHIDRATO,1,N/A
DEXAMETASONA SODIO FOSFATO (EQUIVALENTE A 8 MG DE DEXAMETASONA BASE),1,N/A
IODO(IODURO DEPOTASIO),1,N/A
AMOXICILINA TRIHIDRATO5.74G EQUIVALENTE A AMOXICILINA BASE,1,N/A
METOCLOPRAMIDA CLORHIDRATO MONOHIDRATO0.1054 G. EQUIVALENTE A METOCLOPRAMIDABASE,1,N/A
NICARDIPINA CLORHIDRATO,1,N/A
QUETIAPINA FUMARATO 115.12MG EQUIVALENTE A QUETIAPINA BASE,1,N/A
PIRIDOXINA CLORHIDRATO U.S.P.,1,N/A
AMOXICILINA TRIHIDRATO (EQUIVALENTE A AMOXICILINA BASE 0.500 G),1,N/A
FENILIFRINA CLORHIDRATO,1,N/A
GESTODENE,1,N/A
ALBENDAZOL 100%,1,N/A
CEFEPIME HIDROCLORHIDRATOY L-ARGININA,1,N/A
ALCOHOL ETILICO (94.9% V/V IMPOTABILIZADO CON DIETIL FTALATO AL 0.5% V/V),1,N/A
INMUNOGLOBULINA HUMANANORMAL,1,N/A
CLOBETASONA 17 BUTIRATO,1,N/A
AMPICILINA SODICA + SULBACTAM SODICO ESTERIL APIROGENO (2:1) 82.3% EQUIVALENTE A 2 G DE AMPICILINA BASE + 1G DE SULBACTAM,1,N/A
LOMEFLOXACINO CLORHIDRATO 441.6 MG EQUIVALENTE A LOMEFLOXACINO,1,N/A
FLUOXETINACLORHIDRATO 22.800 MG( EQUIVALENTEAFLUOXETINA),1,N/A
CLORURO DE POTASIO (EQUVALENTES A 2MEQ DE POTASIO),1,N/A
ESENCIA DE HOJAS DE CEDRO,1,N/A
CLORURO DE POTASIO (EQUIVALENTE A 20 MEQ),1,N/A
FERROSO SULFATO DESECADO,1,N/A
HIDROTALCITA MICROFINA,1,N/A
DICLOXACILINA SODICA MONOHIDRATO 543.48 MG EQUIVALENTE A DICLOXACILINABASE ANHIDRA,1,N/A
VITAMINA D3 (OLEOSA),1,N/A
DESLORATADINA NO OFICIAL 97.5%,1,N/A
UROQUINASA PURIFICADA,1,N/A
DL-ALFA TOCOFERIL ACETATO DPI TIPO 667,1,N/A
IBUPROFENO COMPRENSION DIRECTA 85% GRANULOS,1,N/A
PROCAINACLORHIDRATO,1,N/A
HIDROCORTISONA - 17 BUTIRATO,1,N/A
SELENIO AMINOACIDO QUELATO 50 MG. (2000 MCG/G) EQUIVALENTE A SELENIO,1,N/A
MOLYBDENUM CHELATE,1,N/A
SENOSIDOS A Y B,1,N/A
L-METHIONINA,1,N/A
100 ML DE SOLUCIÓN DE BURROW CONTIENEN: ACETATO DE CALCIO ANHIDRO,1,N/A
TINTURA DE YODO OFICINAL USP,1,N/A
TIAMINA MONONITRATO (VITAMINA B1) EQUIVALENTE A TIAMINA,1,N/A
INMUNOGLOBULINA HUMANA RABIA,1,N/A
TIMOLOL MALEATO EQUIVALENTE A5 MG DE TIMOLOL,1,N/A
NIACINA (CON 2% DE EXCESO),1,N/A
HIDRÓXIDO DE ALUMINIO GEL (13.4%),1,N/A
ACETILCISTEINA (EQUIVALENTE A CISTEINA 0.63 G.),1,N/A
IBUPROFENO EN FORMA DE MICROCAPSULAS,1,N/A
CLORHIDRATO DE BENFLUOOREX,1,N/A
TIMOLOL MALEATO 6.8 MG EQUIVALENTE A TIMOLOL BASE,1,N/A
ACETILSALICILATO DE DL-LISINA (EQUIVALENTE A 300 MG DE ACIDO ACETIL SALICILICO),1,N/A
BIOTINA 1% TRITURADA (APORTE DE BIOTINA 30 MCG),1,N/A
228 MG DE ATAZANAVIR SULFATO. EQUIVALENTE A ATAZANAVIR,1,N/A
SABOR MANDARINA: BICARBONATO DE SODIO,1,N/A
EMBRION DE PATO Y LIQUIDO AMIOTICO,1,N/A
HALOTANO USP,1,N/A
TRIHEXIFENDINILO CLORHIDRATO,1,N/A
CLORURO CALCICO DIHIDRATO,1,N/A
METHOTREXATO 100%,1,N/A
DACLIXIMAB(DACLIXUMAB),1,N/A
SULFATO DE ZINC (MONOHIDRATADO),1,N/A
SULFATO FERROSO EQUIVALENTE A 60MG DE HIERRO ELEMENTAL,1,N/A
ONDANSETRON CLORHIDRATO DIHIDRATO EQUIVALENTE A 8 MG D ONDANSETRON BASE,1,N/A
ESTRADIOL VALERATO MICRONIZADO,1,N/A
ACETOSULFISOXAZOL (EQUIVALENTE A 12.0 G DE SULFISOXAZOL),1,N/A
CARBOMER 934P NF,1,N/A
BIFIDOBACTERIUM BIFIDUM RO71 10% (DE LOS 59 MG ITEM1),1,N/A
ROSEMARY EXTRACT,1,N/A
QUETIAPINA FUMARATO115.120 MGEQUIVALENTE A QUETIAPINA,1,N/A
ALANINA: 33.52,1,N/A
COMPARTIMENTO TRES: ACEITE DE SOJA+ ACEITE DE OLIVA REFINADOS,1,N/A
ATORVASTATINA CALCICA TRIHIDRATO EQUIVALENTE A ATORVASTATINA 10 MG,1,N/A
FLUNARIZINA DICLORHIDRATO 8EQUIVALENTE A 10 MG DE FLUNARIZINA),1,N/A
BETAMETASONA FOSFATO DISÒDICO EQUIVALENTE A BETAMETASONA,1,N/A
OXIDO DE MAGNESIOEQUIVALENTE AMAGNESIO,1,N/A
L-ORNITINA CLORHIDRATO. (EQUIVALENTE A ORNITINA 2.51G),1,N/A
TINIDAZOL 517.130 MG EQUIVALENTES ATINIDAZOL,1,N/A
ÁCIDO AMINO ACÉTICO (GLICINA),1,N/A
RIBOFLAVINA(VITB2),1,N/A
AMPICILINA TRIHIDRATO POLVO COMPACTADO EQUIVALENTE A AMPICILINA,1,N/A
YODO-POLIVINILPIRROLIDONA (YODOPOVIDONA),1,N/A
OXIDO DE MAGNESIO (EQUIVALENTE A 100 MG DE MAGNESIO ELEMENTAL),1,N/A
SULFATO DE COBRE (5.025 MG) EQUIVALENTE A COBRE,1,N/A
ETIL SUCCINATO DE ERITROMICINA (EQUIVALENTE A ERITROMICINA BASE 10 G),1,N/A
ERITROPOYETINA HUMANA RECOMBINANTE(POETIN ALFA 2000 UI. (UNA UNIDAD INTERNACIONAL(UI)= 8.4 NANOGRAMOS.),1,N/A
COLECALCIFEROLVITAMINAD,1,N/A
ACIDOCLORHIDRICO (25%),1,N/A
BIOTIN,1,N/A
CLAVULANATO DE POTASIO.EQUIVALENTE A 200 MG DE ACIDO CLAVULANICO,1,N/A
IBOPAMINA CLORHIDRATO (EQUIVALENTE A IBOPAMINA BASE100 MG),1,N/A
HEPARINA SODICA 0.5 U.I/FACTOR IX,1,N/A
SULTAMICINA BASE (EQUIVALENTE A 515 MG. DE SULTAMICINA TOSILATO),1,N/A
AMOXICILINA TRIHIDRATO (EQUIVALENTE A 10.0 G. DE AMOXICILINA ANHIDRA),1,N/A
CISAPRIDA MONOHIDRATO EQUIVALENTE A,1,N/A
TULOBUTEROL CLORHIDRATO,1,N/A
POLIETOXI POLIPROPOXI POLIETOXI ETANOL O (COPOLIMERO DE OXIDO DE ETILENO Y OXIDO DE PROPILENO DE PESO MOLECULAR 12600) ( PLURONIC F 127X- SYMPERONIC F 127X.,1,N/A
BETAMETASONA SODIO FOSFATO 3.95MG (EQUIVALENTE A BETAMETASONA BASE),1,N/A
CARBETAPENTANO CITRATO,1,N/A
ACEITE HIGADO DE PESCADO( CON UN EQUIVALENTE DE 3748.8 UI DE VITAMINA A COMO RETINOL),1,N/A
CITRATO DE HIERRO AMONIACAL EQUIVALENTE A HIERRO ELEMENTAL,1,N/A
FOLINATO DE CALCIO (16.206 MG) EQUIVALENTES A ACIDO FOLINICO,1,N/A
CEFOPERAZONE SODICA EQUIVALENTE A CEFOPERAZONE,1,N/A
MICROGRANULOS DE HIERRO AMINOQUELADO: HIERRO AMINOQUELADO ( 18 % DE HIERRO. EQUIVALENTE A HIERRO ELEMENTAL 30 MG),1,N/A
EXTRACTO FLUIDO CASCARA SAGRADA AL 20%,1,N/A
CLIOQUINOL (YODO CLORHIDROXIQUINOLEINA),1,N/A
POTASSIUM CHLORIDE,1,N/A
CLORHIDRATO DE FLUOXETINA,1,N/A
FOLINATO DE CALCIO 16.20 MG EQUIVALENTE A ACIDO FOLINICO,1,N/A
LISINOPRIL DIHIDRATO,1,N/A
RIVOFLAVINA BASE,1,N/A
CLORURO DE POTASIO (71.510 MG) EQUIVALENTE A POTASIO 34 MGY A CLORO,1,N/A
PENICILINA G SODICA EQUIVALENTE A PENCILINA G,1,N/A
AMOXICILINA COMO SAL SODICA,1,N/A
AMPICILINA ( COMOSALSÓDICA),1,N/A
L-ALANIL L-GLUTAMINA,1,N/A
LEVOMEPROMAZINA CLORHIDRATO 27.77MG EQUIVALENTE A LEVOMEPROMAZINA BASE (5% DE EXCESO),1,N/A
VITAMINA D3 POLVO. EQUIVALENTE A 33 UI DE VITAMINA D3,1,N/A
TENOFOVIR DISOPROXIL FUMARATOEQUIVALENTE ATENOFOVIR DISOPROXIL 245 MG,1,N/A
AMINOFILINA ANHIDRA,1,N/A
LEVOFLOXACINA HEMIHIDRATO EQUIVALENTE A LEVOFLOXACINA,1,N/A
FUMARATO FERROSO (EQUIVALENTE A 108.0 MG DE HIERRO ELEMENTAL),1,N/A
CERA DE ABEJA,1,N/A
CEFALEXINA MONOHIDRATO MICROPULVERIZADA,1,N/A
CLAVULANATO DE POTASIO CON CELULOSA MICROCRISTALINA (1:1) EQUIVALENTE A ACIDO CLAVULANICO.,1,N/A
ZINC (GLUCONATO DE ZINC),1,N/A
VITAMINA B6 ( PIRIDODOXINA CLORHIDRATO ),1,N/A
NISTATINA 5599 UND//MG EQUIVALENTE A NISTATINA,1,N/A
AZITROMICINADIHIDRATO EQUIVALENTE A AZITROMICINA BASE 1000 MG,1,N/A
ACEITE DE EUCALIPTUS,1,N/A
PAROMICINA SULFATO,1,N/A
BROMURO PANCURONIO,1,N/A
POLVO DE HIGADO DESENGRASADO,1,N/A
ISOLEUCINA 5.1G. LEUCINA 8.9G. LISINA 5.62G (COMO CLORHIDRATO DE LISINA 7.0G). METIONINA 3.80G. FENILALANINA 5.10G. TREONINA 4.10G. TRIPTOFANO 1.80G. VALINA 4.8G. ALANINA 13.70G. ARGININA 9.20G. HISTIDINA 5.20G. PROLINA 8.90G. SERINA 2.40G. GLICINA 7.90G.,1,N/A
L- FENILALNINAUSP,1,N/A
BUPRENORFINA CLORHIDRATO EQUIVALENTEA BUPRENORFINA BASE,1,N/A
DOXAZOSINA MESILATO. EQUIVALENTE A DOXAZOSINA BASE,1,N/A
NITROGLICERINA 36 MG QUE LIBERA 10 MG EN 24HORAS,1,N/A
ACETILSULFISOXAZOL,1,N/A
ALENDRONATOSODICOTRIHIDRATO 91.74 MG76.3%EQUIVALENTE A ALENDRATO BASE,1,N/A
CLOROQUINA FOSFATO EQUIVALENTE A 0.745 G DE CLOROQUINA BASE,1,N/A
FOSFATIDILETANOLAMINA EQUIVALENTE A FÓSFORO,1,N/A
ALENDRONATO SODICO TRIHIDRATO EQUIVALENTE ALENDRONATO BASE (ACIDO ALENDRONICO),1,N/A
NAPROXENO SODICO EQUIVALENTE NAPROXENO,1,N/A
ROPINIROLCLORHIDRATO EQUIVALENTEA ROPINIROLBASE,1,N/A
ACIDO DE DICLOFENACO (EQUIVALENTE A 50 MG DICLOFENACO SODICO ),1,N/A
SACCHAROMYCES CEREVISIAE,1,N/A
VITAMINA E (ALFATOCOFEROL),1,N/A
CROMOGLICATO DE SODIO USP/BP/EP,1,N/A
ACIDO ASCORBICO ( VITAMINAC ),1,N/A
SODIUM GLUCURONATE(URONIC ACID).GLUCOSAMINE HYDROCHLORIDE (HEXOSAMINE).CRYSTALLINE BOVINE SERUM ALBUMIN ( PROTEIN).,1,N/A
MIDAZOLAM EQUIVALENTE A5.56MG DE CLORHIDRATO DE MIDAZOLAM,1,N/A
SULEPTANATO DE METILPREDNISOLONA EQUIVALENTE A METILPREDNISOLONA (100 MGML),1,N/A
FENILEFRINACLORHIDRATO USP,1,N/A
CO-GEL DE HISROXIDO DE ALUMINIO/ CARBONATO DE MAGNESIO,1,N/A
CEFTRIAXONA SODIO EQUIVALENTE A CEFTRIAXONA,1,N/A
DIOXIDO DE SILICIOEQUIVALENTE A SILICIO,1,N/A
SILDENAFILO CITRATO 140.450 MG EQUIVALENTE A SILDENAFILO BASE,1,N/A
CINNARIZINA,1,N/A
VITAMINA A (500000 UI/G),1,N/A
ACETAMINOFEN COMPAP WSE 95% EQUIVALENTE A ACETAMINOFEN,1,N/A
REMIFENTANIL ( COMO REMIFENTANILO CLORHIDRATO),1,N/A
L- L- SERINAUSP,1,N/A
DOXICICLINA CLORHIDRATO EQUIVALENTE ADOXICICLINA,1,N/A
Y SULBACTAMSÓDICO ESTÉRIL EQUIVALENTE A SULBACTAM,1,N/A
CEPA VIVA ATENUADA OKA/MERCK DEL VIRUS DE VARICELA-ZOSTER,1,N/A
CLORURO DE ESTAÑO EQUIVALENTE A ESTAÑO,1,N/A
SERTRALINA CLORHIDRATO 56MG EQUIVALENTE A SERTRALINA,1,N/A
LANSOPRAZOL PELLETS AL 8.377% EQUIVALENTES A LANSOPRAZOL,1,N/A
ACEITE MINERIAL. USP,1,N/A
DEXTROSAANHIDRA USP,1,N/A
CIS-DICLORO-DIAMINO-PLATINO,1,N/A
HIDROXIDO DE ALUMINIO GEL (EQUIVALENTE A 4.0 G DE AL(OH)3),1,N/A
INTRALIPID 20%: ACEITE DE SOYA PURIFICADO,1,N/A
GLUCONATO DE ZINC EQUIVALENTE A ZINC,1,N/A
OXIDO DE MAGNESIO ANHIDRO (EQUIVALENTE A 87.5 MG DE MAGNESIO),1,N/A
OXACILINA SÓDICA EQUIVALENTE A OXACILINA BASE,1,N/A
FOSFOLIPIDOS DE HUEVO,1,N/A
HIDROXICLOROQUINA SULFATO BP,1,N/A
PIRIDOXINA105MG EQUIVALENTES A:,1,N/A
SIMETICONA AL 30% 1.508 GRAMOS EQIVALENTE A 0.400 GRAMOS,1,N/A
MENTOL 2.6%,1,N/A
TOXOIDE PERTÚSICO TP,1,N/A
ERITROMICINA ETILSUCCINATO 11.75 G. EQUIVALENTE A ERITROMICINA BASE,1,N/A
BORTEZOMIB (COMO ÉSTER BORONICO DE MANITOL),1,N/A
LTRIPTOFANO,1,N/A
BETACAROTENO 20%,1,N/A
ACETAMINOFEN GRADO INYECTABLE,1,N/A
COLINA (COMO CLORURO DE COLINA),1,N/A
DESLORATADINA (CONTIENE 6% DE EXCESO) (5.3 MG),1,N/A
B/BRISBANE/60/2008,1,N/A
OMEPRAZOL (EN GRANULOS CON CUBIERTA ENTERICA ),1,N/A
AMPICILINA SÓDICA EQUIVALENTE A AMPICILNA,1,N/A
STREPTOCOCCUS PNEUMONIAE(10 A LA 10 GERMENES),1,N/A
ACETAMINOFEN COMPRESION DIRECTA 555.00 MG EQUIVALENTE A ACETAMINOFEN,1,N/A
CALCIO GLICEROFOSFATO,1,N/A
CARBONATO DE CALCIO EQUIVALENTE A 600.00 MG DE CALCIO,1,N/A
CELULA TOTAL DE BORDETELA PERTUSSIS INACTIVADA,1,N/A
HIDROXIO DE ALUMIIO GEL,1,N/A
HIDROCLORURO DE PSEUDOEFEDRINAUSP,1,N/A
BROMURO DE RECURONIO,1,N/A
FOSFATO DE BETAMETASONA,1,N/A
ACETOFENIDO DIHIDROPROGESTERONA,1,N/A
GLUCONATO DE ZINC DIHIDRATO (EQUIVALENTE A 15 MG DE DE ZN 2+),1,N/A
RIBOFLAVINA 5-FOSFATO SODICO (SUFICIENTE PARA SUMINISTRAR 16 MG DE RIBOFLAVINA),1,N/A
FUMARATO FERROSO (EQUIVALENTE A HIERRO ELEMENTAL),1,N/A
PRUCALOPRIDA SUCCINATO 1.3210 MG EQUIVALENTE A PRUCALOPRIDA BASE,1,N/A
ACIDOSALICILICO USP,1,N/A
DEXTROSA MONOHIDRATO USP.,1,N/A
MESALAMINE,1,N/A
FOSFATO DE CALCIO EQUIVALENTE A CALCIO ELEMENTAL,1,N/A
EXTRACTO DE CAYENA,1,N/A
VINORELBINA BITARTRATO EQUIVALENTE A VINORELBINA BASE,1,N/A
OPADRY MARRON 03B86734 (HPMC 2910. PEG 400. DIOXIDO DE TITANIO. OXIDO DE HIERRO AMARILLO. OXIDO DE HIERRO ROJO. OXIDO HIEROO NEGRO),1,N/A
MOLIBDENO (HIDROLIZADO DE PROTEINA DE OLIGOMINERALES),1,N/A
CEFADROXILO MONOHIDRATO (EQUIVALENTE A 500 MG. DE CEFADROXILO),1,N/A
DEXAMETASONA FOSFATO DE SODIOEQUIVALENTE A DEXAMETASONABASE,1,N/A
SILDENAFIL CITRATO 70.225MG EQUIVALENTE A SILDENAFIL,1,N/A
ACEITE DE HIGADO DE BACALAO EQUIVALENTE A VITAMINA A 10973 U.I Y D3,1,N/A
CAMARA ACTIVA: PEG INTERFERON ALFA 2B,1,N/A
NISTATINA 5599 UND/MG (EQUIVALENTE A 100000 UI/G),1,N/A
ACIDOASCORBICOVITAMINA C,1,N/A
BENCILPENICILINA CRISTALINA (EQUIVALENTE A BENCILPENICILINA ),1,N/A
PEGINTERFERONALFA-2A (40 KD),1,N/A
LACTOSA MONOHIDRATADA,1,N/A
ACIDO CLAVULANICO POTASICO (1.49) EQUIVALENTE A ACIDO CLAVULANICO ANHIDRO,1,N/A
3.375 MG DE IBANDRONATO MONOSODICO MONOHIDRATO. EQUIVALENTE A ACIDO IBANDRONICO,1,N/A
SOLUCION DE CLORHIDRATO DE CLORHEXIDINA AL 20% (EQUIVALENTE A 1.56% P/V DE GLUCONATO DE CLORHEXIDINA ),1,N/A
DEXAMETASONA FOSFATO DISODICO 0.053G EQUIVALENTE A DEXAMETASONA BASE,1,N/A
NEOMICINA SULFATO 0.759G EQUIVALENTE A NEOMICINA BASE,1,N/A
TACALCITOL MONOHIIDRATO EQUIVALENTE A TACALCITOL ANHIDRO,1,N/A
ETANOLAMINA,1,N/A
COALTAR SOLUCION,1,N/A
FOSFATO DE POTASIO (DIBASICO) ANHIDRO,1,N/A
B. PETRUSSIS (< 4 OP) (UNIDAD DE OPALESCENCIA),1,N/A
DOMPERIDONA BASE 100.0%,1,N/A
NICOTINAMINA,1,N/A
BETAMETASONAFOSFATO DE SODIO (EQUIVALENTE A 3.000 MG DE BETAMETASONA ALCOHOL,1,N/A
TITULADAS CON 70% DE RNA,1,N/A
FITOMENADIONA ( VITAMINA K),1,N/A
AMPICILINA TRIHIDRATO COMPACTADA 1.1546G EQUIVALENTE A AMPICILINA ANHIDRA,1,N/A
OMEPRAZOL SÓDICO EQUIVALENTE A OMEPRAZOL,1,N/A
HIDRÓXIDO DE MAGNESIO POLVO410.0 MG(. EQUIVALENTE A HIDRÓXIDO DE MAGNESIO AL 100%),1,N/A
INTERFERON ALFA 2 A ( INTERFERON ALFA 2A. HUMANO RECOMBINANTE),1,N/A
HEXAMEDINA DISETIONATO,1,N/A
CITRATO DE FENTANILO EQUIV A FENTANILO,1,N/A
CLORURO ESTAÑOSO. (SNCL2),1,N/A
NÚCLEO: CAPA DE LA DROGA: VERAPAMILO CLORHIDRATO,1,N/A
ACEITE DE HÍGADO DE BACALAO APORTA VITAMINA A 9360 UI / G. VITAMINA D 945 UI / G,1,N/A
UNDECANOATO DE TETOSTERONA,1,N/A
GENTAMICINA BASE (EQUIVALENTE A GENTAMICINA SULFATO 203.40 MG.),1,N/A
SACARINA SODICA POLVO NF,1,N/A
FOSFATO DIBASICO DE CALCIO(EQUIVALENTE A 200 MG DE CALCIO),1,N/A
ACETATODE CIPROTERONA,1,N/A
FENILPROPANOLAMINA HCL,1,N/A
CADAFRASCOVIALX100 ML. CONTIENE ACETAMINOFEM,1,N/A
LYC-O-MATO 6% LYCOPCIN,1,N/A
CLORURO CETYL PYRIDINIUM,1,N/A
PEROXIDO DE HIDROGENO (35%) USP,1,N/A
RUIBARBO EN POLVO EQUIVALENTE A 0.075 G DE DERIVADOS HIDROXIANTRAQUINÓNICOS,1,N/A
CLEBOPRIDA MALATO ÁCIDO,1,N/A
VITAMINAB 12 (COMO CIANOCOBALAMINA),1,N/A
METILDOPA SESQUIHIDRATO EQUIVALENTE A METILDOPA ANHIDRA 500 MG,1,N/A
OXIDO CUPRICO 3.76 MG EQUIVALENTE A COBRE 3 MG,1,N/A
CARBONATO DE SODIO ANH. POL. FIN,1,N/A
SALBUTAMOL SULFATO EQUIVALENTE A 0.040 G DE SALBUTAMOL BASE,1,N/A
ALFA - CETOVALINA CALCICA,1,N/A
CEFALOTINA SODICA NEUTRA,1,N/A
CALORIAS (150 CALORIAS EN 100 ML),1,N/A
GLUCONATO FERROSO DIHIDRATO (EQUIVALENTE A 11.58% DE HIERRO ELEMENTAL),1,N/A
CLORURO DE TALIO TI 201,1,N/A
SIMETICONA (CAPA AMARILLA),1,N/A
CEFRADINA MONOHIDRATO,1,N/A
CITRATO DE CALCIO TETRAHIDRATADO MICRONIZADO EQUIVALENTE A 35 MILIGRAMOS DE CALCIO,1,N/A
ACICLOVIR USP.,1,N/A
ALFAMETILDOPA SESQUIHIDRATO 282 MG EQUIVALENTE A ALFAMETILDOPA,1,N/A
ACETATO DE METILPREDNISOLONA,1,N/A
LORATADINA(CUBIERTA),1,N/A
TOXOIDE DIFTERICO (< 30 U.I.),1,N/A
CELULOSA MICROCRISTALINA 102NF,1,N/A
ACICLOVIR BASE HUMEDA EQUIVALENTE A ACICLOVIR BASE SECA,1,N/A
CILEXETIL CANDESARTAN,1,N/A
CAFEINAANHIDRA ( EXCESO 2%),1,N/A
VITAMINAK,1,N/A
SIMETICONA (30%),1,N/A
LANOLINA ANHIDRA LIQUIDA,1,N/A
VITAMINAB6 (PIRIDOXINA CLORHIDRATO),1,N/A
HIDROXIDO DE ALUMINIO GEL (EQUIVALENTE A 2.08 GR DE ALUMINIO),1,N/A
SILDENAFILO CITRATO 70.4MG EQUIVALENTE A SILDENAFIL BASE,1,N/A
NEOMICINA: NO MAS DE 2.0 MGS,1,N/A
ACIDO ZOLEDRONICO MONOHIDRATO 5.33 MG EQUIVALENTES AACIDO ZOLEDRONICO,1,N/A
BETAMETASONA (EN FORMA DE DIPROPIONATO),1,N/A
DEXAMETASONA NF,1,N/A
PICOSULFATO DE SODIO,1,N/A
FACTOR VIII DE COAGULACIÓN HUMANO,1,N/A
DILTIAZEM CLORHIDRATO*,1,N/A
FIBROGENO HUMANO 32.5-57.5MG,1,N/A
LIDOCAINA CLORHIDRATO MONOHIDRATADO,1,N/A
CEFACLOR MONOHIRATO EQUIVALENTE A CEFACLOR,1,N/A
ATORVASTATINA CALCICO TRIHIDRATO EQUIVALENTE A ATORVASTATINA BASE,1,N/A
VITAMINA A (MEZCLA DE XANTOFILAS O PIGMENTOS AMARILLOSS LUTEINA/ZEAXANTINA) Y BETACAROTENO ESTABILIZADOS.(BETALUT 83.34 MG EQUIVALENTE A 2.5 MG DE XANTOFILAS O PIGMENTOS AMARILLOS) (LUTEINA/ZEAXANTINA) Y 2.5 MG DE BETACAROTENO O 3300 U.I. DE VITAMINA A.,1,N/A
CITRATOTRISODICO DIHIDRATO,1,N/A
PENICILINA G BENZATINICA ESTERIL APIROGENA EQUIVALENTE A PENICILINA G BASE,1,N/A
GUAIAZULENO,1,N/A
FLUOCINONIDAMICRONIZADA,1,N/A
RABEPRAZOLSÓDICO,1,N/A
PENICILINA V POTASICA (EQUIVALENTE A 500 MG DE PENICILINA V),1,N/A
IMIPENEM (EN FORMA DEIMIPENEM MONOHIDRATO ),1,N/A
SORBITOL SOL 70%,1,N/A
